Player,Team,Season,SeasonType,Games,Min,Pts,OReb,Dreb,Reb,Ast,Stl,Blk,TO,PF,FGM,FGA,FGPer,3PTM,3PTA,3PTPer,FTM,FTA,FTPer
Brandan Wright,Warriors,2008-2009,REG,39,17.65,8.28,1.59,2.44,4.03,0.54,0.56,0.95,0.59,1.9,3.33,6.31,0.528,0,0.1,0,1.62,2.18,0.741
Morris Peterson,Raptors,2003-2004,REG,82,26.09,8.27,0.43,2.76,3.18,1.38,1.07,0.17,0.84,2.51,2.9,7.16,0.405,1.54,4.15,0.371,0.93,1.15,0.809
Nick Young,"Wizards, Clippers",2011-2012,POFF,11,18.21,8.27,0.09,1,1.09,0.27,0.27,0.36,0.64,1.82,2.64,6.09,0.433,1.55,3,0.515,1.45,1.64,0.889
Mark Jackson,Pacers,1997-1998,REG,82,29.38,8.27,0.82,3.11,3.93,8.7,1.02,0.02,2.12,1.61,3.04,7.29,0.416,0.52,1.67,0.314,1.67,2.2,0.761
Anthony Parker,Cavaliers,2009-2010,POFF,11,30.08,8.27,0.09,2.27,2.36,1.27,0.82,0.27,1,1.45,2.73,5.82,0.469,1.82,4,0.455,1,1.36,0.733
Armen Gilliam,Bucks,1998-1999,REG,34,19.68,8.26,0.97,2.74,3.71,0.56,0.65,0.35,1.06,1.41,2.97,6.56,0.453,0,0.03,0,2.32,2.97,0.782
Dale Davis,Pacers,1999-2000,POFF,23,31.07,8.26,3.61,7.83,11.43,0.74,0.48,1.35,0.78,3.61,3.43,6.57,0.523,0,0,0,1.39,2.57,0.542
Tyrone Nesby,"Clippers, Wizards",2000-2001,REG,62,25.1,8.26,0.82,1.97,2.79,1.23,0.82,0.32,1.05,2.5,3.05,8.55,0.357,0.79,2.9,0.272,1.37,1.71,0.802
Pat Garrity,Magic,2000-2001,REG,76,20.77,8.26,0.67,2.09,2.76,0.67,0.53,0.2,0.89,3.17,2.93,7.58,0.387,1.28,2.95,0.433,1.12,1.29,0.867
Matt Harpring,Magic,1998-1999,POFF,4,20.44,8.25,1.75,3.25,5,1.75,0.25,0,1.25,2.25,3,6.5,0.462,0.25,1.25,0.2,2,2.75,0.727
Kenny Thomas,Rockets,1999-2000,REG,72,24.93,8.25,2.04,4.03,6.07,1.57,0.75,0.31,1.56,2.32,2.94,7.38,0.399,0.44,1.69,0.262,1.92,2.9,0.66
Stephen Jackson,Nets,2000-2001,REG,77,21.6,8.25,0.53,2.17,2.7,1.82,1.12,0.18,1.69,2.16,3.16,7.43,0.425,0.68,2.01,0.335,1.26,1.75,0.719
Daniel Gibson,Cavaliers,2006-2007,POFF,20,20.12,8.25,0.45,1.15,1.6,1.05,0.6,0.2,0.45,1.7,2.5,5.8,0.431,1.35,3.3,0.409,1.9,2.15,0.884
Luc Mbah a Moute,Bucks,2012-2013,POFF,4,33.88,8.25,1,2.5,3.5,1.75,1,0,1.25,2.25,2.5,5.75,0.435,0,1,0,3.25,4.5,0.722
Mirza Teletovic,Nets,2013-2014,POFF,12,18.32,8.25,1.25,2.08,3.33,0.25,0.42,0.17,0.42,1.17,3,6.83,0.439,1.58,4.67,0.339,0.67,1,0.667
J.R. Bremer,Celtics,2002-2003,REG,64,23.45,8.25,0.28,1.98,2.27,2.56,0.59,0.05,0.92,1.25,2.67,7.25,0.369,1.58,4.47,0.353,1.33,1.73,0.766
Bobby Jackson,Grizzlies,2005-2006,POFF,4,25.11,8.25,0,2,2,1.25,0.25,0,3.5,1.75,3,7.25,0.414,1,2.75,0.364,1.25,1.75,0.714
Lorenzen Wright,Grizzlies,2004-2005,POFF,4,20.88,8.25,1.5,3.5,5,2.25,0.25,0.25,0.5,2.5,4,7,0.571,0,0,0,0.25,0.5,0.5
Brent Price,Rockets,1998-1999,POFF,4,24.43,8.25,0.75,1.25,2,3.5,1,0.25,1.5,1.25,2.75,6,0.458,1.25,3.5,0.357,1.5,1.5,1
Vince Carter,Mavericks,2011-2012,POFF,4,26.75,8.25,1.25,4.25,5.5,0.25,1.25,0.5,1.5,2.75,3,10.25,0.293,0.75,2.5,0.3,1.5,2,0.75
Jermaine O'Neal,Suns,2012-2013,REG,55,18.7,8.25,1.49,3.84,5.33,0.76,0.35,1.42,1.33,2.29,3.25,6.75,0.482,0,0,0,1.75,2.09,0.835
Jason Smith,Hornets,2012-2013,REG,51,17.17,8.24,1.25,2.39,3.65,0.67,0.29,0.88,1.08,2.41,3.27,6.69,0.49,0,0.08,0,1.69,2,0.843
Danny Granger,"Pacers, 76ers, Clippers",2013-2014,REG,41,20.67,8.24,0.76,2.49,3.24,1,0.29,0.41,1.12,1.51,2.83,7.49,0.378,1.05,3.12,0.336,1.54,1.63,0.94
Jaren Jackson,Spurs,1998-1999,POFF,17,20.44,8.24,0.35,2.06,2.41,1.06,0.76,0,1.18,1.94,2.94,7.71,0.382,1.82,5.06,0.36,0.53,0.76,0.692
Steve Blake,Trail Blazers,2005-2006,REG,68,26.19,8.24,0.38,1.76,2.15,4.5,0.62,0.07,1.22,1.57,3.03,6.91,0.438,1.12,2.71,0.413,1.06,1.34,0.791
Thaddeus Young,76ers,2007-2008,REG,74,21.01,8.24,1.62,2.59,4.22,0.78,0.99,0.11,0.86,1.7,3.57,6.62,0.539,0.08,0.26,0.316,1.03,1.39,0.738
Mo Williams,Cavaliers,2015-2016,REG,41,18.24,8.24,0.15,1.61,1.76,2.39,0.34,0.12,1.39,1.46,3.22,7.37,0.437,0.88,2.49,0.353,0.93,1.02,0.905
Sherman Douglas,Clippers,1998-1999,REG,30,28.12,8.23,0.53,1.4,1.93,4.13,0.9,0.1,2.03,1.8,3.2,7.3,0.438,0,0.37,0,1.83,2.9,0.632
Matt Bonner,Spurs,2008-2009,REG,81,23.8,8.23,1.2,3.57,4.77,1.01,0.58,0.32,0.46,2.35,3.28,6.62,0.496,1.46,3.31,0.44,0.21,0.28,0.739
Nick Collison,Thunder,2008-2009,REG,71,25.79,8.23,2.55,4.34,6.89,0.93,0.72,0.7,1.03,3.37,3.42,6.03,0.568,0,0.03,0,1.38,1.92,0.721
Bruce Bowen,Spurs,2004-2005,REG,82,31.98,8.23,0.61,2.87,3.48,1.54,0.67,0.48,0.7,2.13,3.06,7.29,0.42,1.24,3.09,0.403,0.87,1.37,0.634
Tiago Splitter,Spurs,2014-2015,REG,52,19.81,8.23,1.75,3.1,4.85,1.5,0.67,0.71,1.15,1.98,3.25,5.83,0.558,0,0,0,1.73,2.31,0.75
Pat Garrity,Magic,1999-2000,REG,82,18.08,8.23,0.54,2.02,2.56,0.71,0.38,0.23,1.04,2.4,3.15,7.13,0.441,0.96,2.4,0.401,0.98,1.35,0.721
Drew Gooden,Cavaliers,2005-2006,POFF,13,21.68,8.23,2.38,5.15,7.54,0.62,0.23,0.15,1.38,3.08,3.46,6.54,0.529,0,0,0,1.31,1.38,0.944
Tristan Thompson,Cavaliers,2011-2012,REG,60,23.73,8.23,3.12,3.37,6.48,0.45,0.45,1.03,1.35,2.23,3.23,7.37,0.439,0,0.03,0,1.77,3.2,0.552
Maurice Harkless,Magic,2012-2013,REG,76,25.97,8.22,1.61,2.8,4.41,0.66,1.16,0.82,0.91,1.89,3.42,7.42,0.461,0.42,1.54,0.274,0.96,1.68,0.57
Kobe Bryant,Lakers,1996-1997,POFF,9,15.63,8.22,0.11,1.11,1.22,1.22,0.33,0.22,1.56,2.44,2.33,6.11,0.382,0.67,2.56,0.261,2.89,3.33,0.867
Rashard Lewis,SuperSonics,1999-2000,REG,82,19.25,8.22,1.55,2.55,4.1,0.85,0.76,0.44,0.95,1.99,3.35,6.9,0.486,0.49,1.46,0.333,1.02,1.5,0.683
Sean May,Bobcats,2005-2006,REG,23,17.32,8.22,1.83,2.91,4.74,0.96,0.74,0.52,1.43,2.52,3.04,7.43,0.409,0,0.22,0,2.13,2.78,0.766
Ramon Sessions,Timberwolves,2009-2010,REG,82,21.12,8.22,0.71,1.9,2.61,3.15,0.67,0.06,1.67,1.67,3.09,6.77,0.456,0.01,0.18,0.067,2.04,2.84,0.717
Jared Dudley,Suns,2009-2010,REG,82,24.28,8.22,1.21,2.22,3.43,1.4,0.99,0.2,0.83,1.98,2.74,5.98,0.459,1.46,3.2,0.458,1.27,1.68,0.754
Jusuf Nurkic,Nuggets,2015-2016,REG,32,17.1,8.22,2,3.44,5.44,1.25,0.75,1.38,1.72,2.84,3.16,7.56,0.417,0,0.09,0,1.91,3.09,0.616
Terry Cummings,SuperSonics,1996-1997,REG,45,18.4,8.22,1.56,2.51,4.07,0.87,0.73,0.16,1,2.51,3.44,7.09,0.486,0.07,0.11,0.6,1.27,1.82,0.695
Erick Dampier,Warriors,2002-2003,REG,82,24.12,8.21,3.02,3.6,6.62,0.71,0.33,1.88,1.37,2.95,3.16,6.37,0.496,0,0.02,0,1.89,2.71,0.698
Rafer Alston,"Nets, Heat",2009-2010,REG,52,27.32,8.21,0.25,2.23,2.48,3.38,0.96,0.19,1.83,1.98,2.98,8.58,0.348,1.12,3.23,0.345,1.13,1.56,0.728
Lance Stephenson,Hornets,2014-2015,REG,61,25.79,8.21,0.62,3.9,4.52,3.93,0.62,0.13,2.1,2.2,3.39,9.02,0.376,0.3,1.72,0.171,1.13,1.8,0.627
Josh Boone,Nets,2007-2008,REG,70,25.33,8.21,2.74,4.53,7.27,0.79,0.51,0.87,0.97,2.21,3.4,6.2,0.548,0,0,0,1.41,3.1,0.456
Ruben Patterson,SuperSonics,1999-2000,POFF,5,16.86,8.2,1.8,1.2,3,0.4,0.6,0.4,1.6,1.2,2.8,5.2,0.538,0,0.4,0,2.6,3,0.867
Quentin Richardson,Knicks,2005-2006,REG,55,26.22,8.2,1.18,3,4.18,1.6,0.71,0.11,1.02,2.44,2.96,8.35,0.355,1.16,3.42,0.34,1.11,1.65,0.67
Michael Redd,Suns,2011-2012,REG,51,15.1,8.2,0.27,1.24,1.51,0.65,0.25,0,0.73,0.57,2.82,7.06,0.4,0.82,2.59,0.318,1.73,2.18,0.793
Derek Fisher,Lakers,2010-2011,POFF,10,32.55,8.2,0.1,2.6,2.7,3.6,1.4,0.2,0.8,2.5,2.9,6.7,0.433,0.7,1.7,0.412,1.7,2.1,0.81
Lance Thomas,Knicks,2015-2016,REG,59,22.4,8.2,0.58,1.64,2.22,0.9,0.37,0.12,0.97,1.85,2.86,6.47,0.442,0.75,1.85,0.404,1.73,2.02,0.857
Dirk Nowitzki,Mavericks,1998-1999,REG,47,20.46,8.19,0.87,2.57,3.45,1,0.62,0.57,1.55,2.23,2.89,7.15,0.405,0.3,1.45,0.206,2.11,2.72,0.773
Marquis Daniels,Pacers,2007-2008,REG,74,20.89,8.19,0.89,1.97,2.86,1.85,1.07,0.24,1.51,1.64,3.26,7.58,0.43,0.36,1.38,0.265,1.31,1.88,0.698
Channing Frye,Suns,2009-2010,POFF,16,27.16,8.19,0.63,5,5.63,0.94,0.75,0.56,0.5,3.13,2.69,7.38,0.364,1.88,5.38,0.349,0.94,1,0.938
Khalid Reeves,"Nets, Mavericks",1996-1997,REG,63,22.75,8.19,0.54,1.35,1.89,3.59,0.54,0.14,1.71,2.52,2.92,7.46,0.391,1.32,3.6,0.366,1.03,1.38,0.747
Tiago Splitter,Spurs,2013-2014,REG,59,21.54,8.19,2.08,4.07,6.15,1.53,0.49,0.53,1.27,1.98,3.07,5.86,0.523,0,0.05,0,2.05,2.93,0.699
Jason Kapono,Raptors,2008-2009,REG,80,22.89,8.18,0.33,1.71,2.04,1.31,0.28,0.04,0.88,1.8,3.26,7.55,0.432,1.23,2.86,0.428,0.43,0.53,0.81
Matt Harpring,Jazz,2007-2008,REG,76,18.07,8.18,1.26,1.89,3.16,1.08,0.59,0.18,1.25,2.13,3.12,6.24,0.5,0.03,0.13,0.2,1.92,2.7,0.712
Samuel Dalembert,76ers,2004-2005,REG,72,24.84,8.18,2.6,4.93,7.53,0.49,0.64,1.68,1.58,3.35,3.47,6.63,0.524,0,0,0,1.24,2.06,0.601
Rodney Stuckey,Pistons,2007-2008,POFF,17,22.37,8.18,0.65,1.24,1.88,3.41,1.06,0.12,1.35,2.06,2.53,6.82,0.371,0.12,0.41,0.286,3,3.41,0.879
Markieff Morris,Suns,2012-2013,REG,82,22.4,8.17,1.6,3.23,4.83,1.32,0.94,0.78,1.27,2.55,3.24,7.96,0.407,0.55,1.63,0.336,1.13,1.55,0.732
James Posey,Nuggets,1999-2000,REG,81,25.35,8.17,1.05,2.86,3.91,1.8,1.21,0.41,1.17,2.56,2.84,6.62,0.429,1.01,2.72,0.373,1.48,1.85,0.8
Danny Granger,Pacers,2005-2006,POFF,6,26.96,8.17,1.17,4,5.17,1.67,0.67,1.17,1.17,3.33,3,5.67,0.529,1.5,2.67,0.562,0.67,0.67,1
Nicolas Batum,Trail Blazers,2009-2010,POFF,6,23.12,8.17,0.67,2.5,3.17,0.83,0.33,0,0.67,2.17,2.83,6.17,0.459,1.5,3.5,0.429,1,1.33,0.75
James Singleton,Wizards,2011-2012,REG,12,21.86,8.17,2.08,4.67,6.75,1.25,0.75,0.67,0.83,2.25,3.42,6.25,0.547,0.17,0.75,0.222,1.17,1.25,0.933
Austin Croshere,Pacers,2005-2006,POFF,6,29.12,8.17,0.83,2.83,3.67,1.17,0.83,0,1,1.83,2,6.33,0.316,1.5,3.83,0.391,2.67,3,0.889
Tracy McGrady,"Rockets, Knicks",2009-2010,REG,30,22.42,8.17,0.73,2.4,3.13,3.3,0.5,0.47,1.47,1.33,3.03,7.83,0.387,0.53,2.13,0.25,1.57,2.1,0.746
Austin Croshere,Pacers,2005-2006,REG,50,22.96,8.16,1.24,4.06,5.3,1.24,0.44,0.14,0.96,2.1,2.64,5.7,0.463,1.08,2.8,0.386,1.8,2.04,0.882
Matt Harpring,Magic,1998-1999,REG,50,22.28,8.16,1.76,2.52,4.28,0.9,0.6,0.12,1.46,2.24,2.96,6.4,0.463,0.2,0.5,0.4,2.04,2.86,0.713
Eddie Johnson,"Pacers, Nuggets, Rockets",1996-1997,REG,52,17.54,8.15,0.52,2.13,2.65,1,0.29,0.04,0.9,1.56,3.08,6.96,0.442,0.94,2.52,0.374,1.06,1.31,0.809
Von Wafer,Rockets,2008-2009,POFF,13,13.9,8.15,0,0.92,0.92,0.69,0.15,0.08,0.85,0.85,3,7.08,0.424,0.69,1.69,0.409,1.46,1.69,0.864
Derrick Coleman,Hornets,2000-2001,REG,34,20.04,8.15,1.35,4.06,5.41,1.15,0.29,0.62,1.24,1.56,2.85,7.5,0.38,0.59,1.5,0.392,1.85,2.71,0.685
Mark Jackson,Pacers,1999-2000,REG,81,27,8.15,0.78,2.88,3.65,8.02,0.94,0.12,2.15,1.37,3.04,7.04,0.432,1.1,2.73,0.403,0.98,1.21,0.806
Beno Udrih,"Bucks, Magic",2012-2013,REG,66,22.07,8.15,0.52,1.62,2.14,4.58,0.62,0.05,1.64,1.36,3.18,7.21,0.441,0.52,1.55,0.333,1.27,1.56,0.816
Kyle Korver,Bulls,2011-2012,REG,65,22.61,8.14,0.4,2.05,2.45,1.72,0.55,0.23,0.82,1.69,2.74,6.34,0.432,1.82,4.17,0.435,0.85,1.02,0.833
David Wesley,"Hornets, Rockets",2004-2005,POFF,7,40.03,8.14,0.57,2.43,3,3.29,1.29,0.14,1.29,2.86,2.71,7.71,0.352,1.43,3,0.476,1.29,1.86,0.692
Ian Mahinmi,Pacers,2015-2016,POFF,7,24.56,8.14,1.71,3.43,5.14,1.14,0.71,0.86,2,3.57,3,6,0.5,0,0,0,2.14,3.57,0.6
Carl Landry,Rockets,2007-2008,REG,42,16.93,8.14,2.29,2.64,4.93,0.5,0.4,0.17,0.62,2.33,3.21,5.21,0.616,0,0.02,0,1.71,2.6,0.661
Sasha Vujacic,Lakers,2007-2008,POFF,21,21.69,8.14,0.38,1.81,2.19,0.76,0.57,0.19,0.86,2.1,2.62,6.57,0.399,1.48,3.76,0.392,1.43,1.67,0.857
Shelvin Mack,Hawks,2013-2014,POFF,7,16.85,8.14,0.43,1.43,1.86,3.57,0.57,0,0.86,1.43,2.71,6.71,0.404,1.43,3.86,0.37,1.29,1.71,0.75
Luke Ridnour,Bucks,2009-2010,POFF,7,17.32,8.14,0.57,1.29,1.86,1.86,0.57,0.14,1.43,1.86,3,6.43,0.467,0.71,2,0.357,1.43,1.71,0.833
Cory Alexander,"Spurs, Nuggets",1997-1998,REG,60,21.58,8.13,0.28,2.15,2.43,3.48,1.17,0.18,1.87,1.63,2.85,6.67,0.427,1.1,2.93,0.375,1.33,1.7,0.784
Chris Wilcox,"Clippers, SuperSonics",2005-2006,REG,77,19.87,8.13,1.53,3.79,5.32,0.68,0.43,0.44,0.94,2.38,3.34,5.84,0.571,0,0.03,0,1.45,1.99,0.732
Brandon Rush,Pacers,2008-2009,REG,75,24.04,8.13,0.45,2.65,3.11,0.88,0.51,0.49,1,1.71,3.24,7.67,0.423,1.04,2.79,0.373,0.61,0.88,0.697
Shannon Brown,Lakers,2009-2010,REG,82,20.73,8.13,0.37,1.87,2.23,1.32,0.7,0.38,0.82,1.57,3.09,7.22,0.427,0.76,2.3,0.328,1.21,1.48,0.818
Mark Jackson,Pacers,1999-2000,POFF,23,27.59,8.13,0.52,3.22,3.74,7.74,0.83,0.09,1.87,1.83,3,7.65,0.392,0.91,2.91,0.313,1.22,1.35,0.903
Samuel Dalembert,Sixers,2009-2010,REG,82,25.9,8.13,2.91,6.65,9.56,0.78,0.51,1.84,1.5,3.07,3.48,6.38,0.545,0,0,0,1.18,1.62,0.729
P.J. Brown,Heat,1996-1997,POFF,15,30.79,8.13,3.2,5.4,8.6,0.67,0.6,1.33,1.07,2.67,2.8,6.87,0.408,0,0,0,2.53,3.53,0.717
Jalen Rose,Pacers,1997-1998,POFF,15,19.49,8.13,0.07,1.73,1.8,1.87,0.73,0.4,1.67,2.47,3.2,6.67,0.48,0.4,1.07,0.375,1.33,1.8,0.741
Derek Anderson,"Rockets, Heat",2005-2006,REG,43,24.34,8.12,0.49,2.84,3.33,2.35,0.53,0.14,1.26,2.28,2.51,7.05,0.356,0.93,3.12,0.298,2.16,2.58,0.838
James Posey,Nuggets,2000-2001,REG,82,27.51,8.12,1.52,3.73,5.26,1.99,1.13,0.49,1.24,2.76,2.96,7.2,0.412,0.79,2.65,0.3,1.4,1.72,0.816
Kurt Thomas,Knicks,1998-1999,REG,50,23.63,8.12,1.64,4.08,5.72,1.1,0.9,0.34,1.46,3.18,3.4,7.36,0.462,0,0.02,0,1.32,2.16,0.611
Stanley Johnson,Pistons,2015-2016,REG,73,23.11,8.12,0.79,3.4,4.19,1.62,0.75,0.16,1.56,2.44,3.08,8.22,0.375,0.86,2.81,0.307,1.1,1.4,0.784
Moochie Norris,Rockets,2001-2002,REG,82,26.67,8.11,0.89,2.11,3,4.91,0.99,0.05,1.9,1.59,3.06,7.7,0.398,0.44,1.63,0.269,1.55,2.06,0.751
Quentin Richardson,Knicks,2007-2008,REG,65,28.32,8.11,0.86,3.98,4.85,1.78,0.68,0.23,1.06,2.35,3.06,8.54,0.359,1.06,3.29,0.322,0.92,1.35,0.682
Manny Harris,Lakers,2013-2014,REG,9,19.97,8.11,0.78,3,3.78,1.22,0.44,0.11,1,1.11,3.11,7.78,0.4,0.78,2.22,0.35,1.11,1.33,0.833
Jason Terry,Hawks,1999-2000,REG,81,23.28,8.11,0.3,1.75,2.05,4.27,1.11,0.12,1.93,1.64,3.07,7.41,0.415,0.57,1.94,0.293,1.4,1.73,0.807
Rudy Fernandez,Trail Blazers,2009-2010,REG,62,23.24,8.11,0.56,2.08,2.65,2.05,1,0.18,1.16,1.4,2.58,6.82,0.378,1.58,4.29,0.368,1.37,1.58,0.867
Charles Oakley,Knicks,1997-1998,POFF,10,33.95,8.1,2.1,6.4,8.5,1.4,1.1,0.2,1.3,3.8,2.9,7.1,0.408,0,0,0,2.3,2.5,0.92
Malik Sealy,Timberwolves,1998-1999,REG,31,23.57,8.1,0.74,2.23,2.97,1.16,0.97,0.16,1.06,2.19,3.06,7.45,0.411,0.19,0.74,0.261,1.77,1.97,0.902
James Posey,Grizzlies,2004-2005,REG,50,27.24,8.1,0.9,3.48,4.38,1.76,0.96,0.46,1.38,2.68,2.54,7.12,0.357,1.1,3.56,0.309,1.92,2.22,0.865
Nenad Krstic,"Thunder, Celtics",2010-2011,REG,71,22.13,8.1,1.75,2.97,4.72,0.38,0.37,0.35,0.79,2.59,3.25,6.37,0.511,0,0,0,1.59,2.06,0.774
Clar. Weatherspoon,Heat,1998-1999,REG,49,21.24,8.1,1.47,3.49,4.96,0.69,0.57,0.35,1.24,2.18,2.88,5.39,0.534,0,0,0,2.35,2.92,0.804
Antonio McDyess,Pistons,2006-2007,REG,82,21.08,8.1,2.01,4.04,6.05,0.88,0.74,0.79,0.91,2.93,3.46,6.59,0.526,0,0,0,1.17,1.7,0.691
Miles Plumlee,Suns,2013-2014,REG,80,24.55,8.08,2.48,5.35,7.83,0.54,0.63,1.13,1.39,2.31,3.58,6.91,0.517,0,0,0,0.93,1.65,0.561
Michael Sweetney,Bulls,2005-2006,REG,66,18.52,8.08,1.79,3.52,5.3,0.89,0.29,0.85,1.44,3.17,3.03,6.73,0.45,0,0,0,2.02,3.09,0.652
Ronald Murray,"SuperSonics, Cavaliers",2005-2006,POFF,13,30.7,8.08,0.85,2.38,3.23,1.62,0.69,0.15,0.69,2.08,2.85,8.62,0.33,0.38,1.85,0.208,2,2.46,0.813
Vladimir Radmanovic,"SuperSonics, Clippers",2005-2006,POFF,12,20.5,8.08,0.75,3.25,4,1.08,0.58,0.5,0.67,2.92,2.58,5.5,0.47,1.58,3.42,0.463,1.33,1.92,0.696
Shane Battier,Rockets,2008-2009,POFF,13,38.13,8.08,1.62,3.31,4.92,2.38,1.08,0.69,1.15,2.54,2.54,6.23,0.407,1.31,4.15,0.315,1.69,1.77,0.957
Francisco Garcia,Kings,2009-2010,REG,25,23.02,8.08,0.44,2.2,2.64,1.8,0.4,0.76,0.84,1.96,3.28,7.04,0.466,0.92,2.36,0.39,0.6,0.68,0.882
Quentin Richardson,Clippers,2000-2001,REG,76,17.86,8.07,1.38,2,3.38,0.82,0.55,0.09,0.84,1.29,3.05,6.91,0.442,0.66,1.99,0.331,1.3,2.08,0.627
Jayson Williams,Nets,1998-1999,REG,30,34.03,8.07,4.9,7.1,12,1.1,0.8,2,1.53,4.2,3.23,7.27,0.445,0,0.07,0,1.6,2.83,0.565
Keyon Dooling,Magic,2007-2008,REG,72,18.53,8.07,0.1,1.31,1.4,1.85,0.5,0.07,0.85,1.82,2.75,5.88,0.468,0.31,0.9,0.339,2.26,2.68,0.845
Steve Kerr,Bulls,1996-1997,REG,82,22.62,8.07,0.35,1.23,1.59,2.13,0.82,0.04,0.52,1.2,3.04,5.7,0.533,1.34,2.89,0.464,0.66,0.82,0.806
Ramon Sessions,Bucks,2007-2008,REG,17,26.44,8.06,0.47,2.94,3.41,7.47,1,0.18,2.12,1.53,3,6.88,0.436,0.18,0.41,0.429,1.88,2.41,0.78
Jamaal Tinsley,Pacers,2003-2004,POFF,16,26.39,8.06,0.38,2.5,2.88,5,1.75,0.19,1.94,3.5,3.06,7.69,0.398,1,3.38,0.296,0.94,1,0.938
Paul Millsap,Jazz,2007-2008,REG,82,20.75,8.06,2.04,3.57,5.61,0.99,0.88,0.89,1.06,3.28,3.09,6.12,0.504,0,0.05,0,1.89,2.79,0.677
Derrick Brown,Bobcats,2011-2012,REG,65,22.2,8.06,1.46,2.17,3.63,1.03,0.74,0.18,0.85,1.48,3.26,6.29,0.518,0.09,0.37,0.25,1.45,2.17,0.667
Bimbo Coles,Hawks,1999-2000,REG,80,24.1,8.06,0.38,1.78,2.15,3.63,0.73,0.14,1.29,2.23,3.45,7.59,0.455,0.1,0.49,0.205,1.06,1.3,0.817
Ira Newble,Hawks,2001-2002,REG,42,30.33,8.05,1.9,3.38,5.29,1.07,0.9,0.48,1.17,2.79,3.12,6.26,0.498,0.02,0.17,0.143,1.79,2.1,0.852
Juan Dixon,Wizards,2004-2005,REG,63,16.75,8.05,0.51,1.38,1.89,1.76,0.68,0.06,1.08,1.56,2.95,7.1,0.416,0.76,2.33,0.327,1.38,1.54,0.897
Courtney Lee,Magic,2008-2009,POFF,21,26.18,8.05,0.29,1.57,1.86,1.29,0.9,0.14,0.95,2,3.19,7.33,0.435,0.57,2.1,0.273,1.1,1.24,0.885
Jannero Pargo,Hornets,2007-2008,REG,80,18.72,8.05,0.33,1.3,1.63,2.4,0.63,0.06,1.16,1.54,3.18,8.15,0.39,0.81,2.33,0.349,0.89,1.01,0.877
Horace Grant,SuperSonics,1999-2000,REG,76,35.3,8.05,2.2,5.58,7.78,2.47,0.72,0.79,0.8,2.53,3.5,7.88,0.444,0,0.05,0,1.05,1.46,0.721
Samuel Dalembert,Kings,2010-2011,REG,80,24.21,8.05,2.65,5.56,8.21,0.84,0.45,1.45,1.65,2.81,3.35,7.09,0.473,0,0.03,0,1.35,1.85,0.73
Jason Smith,Knicks,2014-2015,REG,81,21.75,8.05,1.21,2.72,3.93,1.69,0.4,0.54,1.26,2.51,3.15,7.22,0.436,0.19,0.52,0.357,1.57,1.89,0.83
Antonio Daniels,SuperSonics,2003-2004,REG,71,21.34,8.04,0.32,1.68,2,4.2,0.63,0.08,0.86,0.9,2.63,5.61,0.47,0.59,1.63,0.362,2.18,2.59,0.842
Antonio McDyess,Pistons,2004-2005,POFF,25,19.97,8.04,1.84,4.04,5.88,0.76,0.56,0.92,1,3.12,3.52,7.24,0.486,0,0,0,1,1.44,0.694
Tyrone Hill,Cavaliers,2001-2002,REG,26,31.12,8.04,3.04,7.5,10.54,0.88,0.65,0.5,1.85,3.92,2.73,7,0.39,0,0.04,0,2.58,3.96,0.65
Jrue Holiday,Sixers,2009-2010,REG,73,24.2,8.04,0.77,1.85,2.62,3.84,1.08,0.25,2.14,2.1,3.15,7.12,0.442,0.85,2.18,0.39,0.89,1.18,0.756
Shammond Williams,"Celtics, Nuggets",2002-2003,REG,78,23.66,8.04,0.31,1.88,2.19,3.41,0.99,0.08,1.46,1.79,2.92,7.42,0.394,1.19,3.35,0.356,1,1.31,0.765
Dale Davis,Pacers,1997-1998,REG,78,27.83,8.03,2.99,4.85,7.83,0.9,0.65,1.12,0.94,2.68,3.5,6.38,0.548,0,0,0,1.03,2.21,0.465
Eddie House,Heat,2001-2002,REG,64,19.22,8.03,0.27,1.45,1.72,1.92,0.67,0.08,1.25,1.53,3.27,8.19,0.399,0.84,2.45,0.344,0.66,0.77,0.857
Muggsy Bogues,Hornets,1996-1997,REG,65,28.97,8.03,0.38,1.78,2.17,7.22,1.26,0.03,1.66,1.75,3.14,6.82,0.461,0.92,2.22,0.417,0.83,0.98,0.844
Othella Harrington,Bulls,2004-2005,REG,70,17.81,8.01,1.51,2.66,4.17,0.8,0.34,0.26,1.2,2.69,3.1,6.06,0.512,0,0,0,1.81,2.53,0.718
Reggie Slater,Raptors,1997-1998,REG,78,21.29,8.01,1.72,2.19,3.91,0.95,0.58,0.38,1.31,2.58,2.71,5.88,0.46,0,0,0,2.6,4.13,0.63
Ervin Johnson,Bucks,1997-1998,REG,81,27.92,8.01,2.99,5.47,8.46,0.73,0.98,1.95,1.44,3.96,3.12,5.81,0.537,0,0,0,1.77,2.94,0.601
Kurt Thomas,Knicks,1999-2000,REG,80,24.65,8.01,1.8,4.51,6.31,1.03,0.64,0.53,1.31,3.48,3.38,6.69,0.505,0.01,0.04,0.333,1.25,1.6,0.781
Gary Trent,Trail Blazers,1996-1997,POFF,4,16.2,8,1.25,1.75,3,1,0,0.25,1.5,2.75,3.25,7.25,0.448,0,0.25,0,1.5,2.75,0.545
